event,	id,	pt,	eta,	phi,	momentum,	mass
200,	-6000113,	42.5717,	2.33841,	2.94552,	222.677,	15
201,	6000113,	82.6292,	-1.2988,	1.39662,	162.687,	15
201,	-6000113,	68.807,	-0.461912,	-0.182676,	76.2788,	15
202,	6000113,	43.5901,	1.45677,	0.0926176,	98.6235,	15
202,	-6000113,	37.7696,	-0.635411,	-2.97967,	45.6544,	15
203,	6000113,	56.2497,	-4.70164,	-2.90255,	3097.59,	15
203,	-6000113,	41.2074,	-3.01057,	0.380998,	419.248,	15
204,	6000113,	29.3978,	-1.42544,	2.05143,	64.6765,	15
204,	-6000113,	50.3198,	0.833007,	0.092041,	68.8115,	15
205,	6000113,	41.3052,	-3.0312,	-3.10039,	428.96,	15
205,	-6000113,	44.0454,	-1.26918,	-0.161375,	84.5451,	15
206,	6000113,	49.235,	-2.30904,	-2.93122,	250.216,	15
206,	-6000113,	49.7832,	-0.990375,	0.290771,	76.2599,	15
207,	6000113,	81.0499,	1.68873,	-2.173,	226.833,	15
207,	-6000113,	41.7639,	-0.410094,	1.89109,	45.3252,	15
208,	6000113,	60.5623,	1.20183,	-1.65424,	109.825,	15
208,	-6000113,	65.8276,	1.04747,	1.38407,	105.365,	15
209,	6000113,	44.8626,	2.9977,	-1.45778,	450.629,	15
209,	-6000113,	56.6175,	1.65601,	1.15828,	153.696,	15
210,	6000113,	63.2108,	-0.454264,	-1.21894,	69.8456,	15
210,	-6000113,	54.5888,	-1.2698,	1.38845,	104.838,	15
211,	6000113,	52.4261,	-2.36201,	-2.27085,	280.65,	15
211,	-6000113,	71.4756,	-1.54781,	1.07687,	175.611,	15
212,	6000113,	69.5344,	-2.39448,	2.89735,	384.306,	15
212,	-6000113,	36.2965,	-1.06622,	0.30783,	58.9578,	15
213,	6000113,	34.3551,	-0.814512,	1.68069,	46.3953,	15
213,	-6000113,	139.31,	0.0650095,	-0.0945623,	139.605,	15
214,	6000113,	47.5627,	1.22571,	1.40026,	87.9938,	15
214,	-6000113,	136.48,	0.638491,	3.12909,	165.258,	15
215,	6000113,	80.6632,	-2.91846,	3.05629,	748.827,	15
215,	-6000113,	72.9344,	-1.42007,	2.94951,	159.693,	15
216,	6000113,	11.4388,	-2.98185,	1.57492,	113.101,	15
216,	-6000113,	52.3851,	0.251098,	-1.2299,	54.0452,	15
217,	6000113,	62.3963,	-2.93298,	1.70484,	587.672,	15
217,	-6000113,	44.5983,	-1.82293,	-1.47423,	141.633,	15
218,	6000113,	46.4813,	0.504833,	-0.761827,	52.5312,	15
218,	-6000113,	49.7233,	-0.999346,	2.35204,	76.6889,	15
219,	6000113,	64.868,	-1.91464,	2.2651,	224.829,	15
219,	-6000113,	63.1459,	-2.08196,	-0.818518,	257.158,	15
220,	6000113,	23.9115,	-1.80754,	-3.01684,	74.837,	15
220,	-6000113,	200.595,	-1.65476,	-0.116666,	543.911,	15
221,	6000113,	85.927,	2.46217,	0.10995,	507.633,	15
221,	-6000113,	59.2223,	3.10781,	2.86607,	663.781,	15
222,	6000113,	59.3544,	-1.10646,	-1.74289,	99.5482,	15
222,	-6000113,	64.8162,	-1.26741,	1.80173,	124.227,	15
223,	6000113,	107.184,	1.12991,	1.06923,	183.2,	15
223,	-6000113,	34.6635,	1.54253,	-1.86001,	84.7563,	15
224,	6000113,	46.8291,	-0.869816,	2.67104,	65.6895,	15
224,	-6000113,	60.515,	0.373786,	-0.455444,	64.7919,	15
225,	6000113,	52.3097,	3.48322,	-1.93092,	852.519,	15
225,	-6000113,	64.3573,	2.74648,	1.49268,	503.657,	15
226,	6000113,	63.9506,	2.186,	-0.912127,	288.158,	15
226,	-6000113,	59.9657,	2.39992,	2.29888,	333.198,	15
227,	6000113,	43.6807,	0.102036,	1.40624,	43.9083,	15
227,	-6000113,	36.2871,	2.128,	-2.49564,	154.531,	15
228,	6000113,	90.5035,	0.121144,	2.40348,	91.1684,	15
228,	-6000113,	37.1121,	1.44968,	0.505608,	83.4356,	15
229,	6000113,	65.4019,	-2.77829,	-0.828416,	528.241,	15
229,	-6000113,	69.9413,	-3.12689,	1.52691,	798.967,	15
230,	6000113,	51.1422,	2.03737,	-1.54511,	199.474,	15
230,	-6000113,	18.5506,	-0.729526,	-0.757563,	23.7099,	15
231,	6000113,	44.9781,	2.53627,	1.17615,	285.872,	15
231,	-6000113,	62.0536,	0.93057,	-2.64766,	90.9173,	15
232,	6000113,	121.189,	1.1606,	2.67474,	212.394,	15
232,	-6000113,	36.6628,	-0.151841,	-2.44928,	37.0863,	15
233,	6000113,	45.8958,	-1.09031,	-0.692981,	75.9875,	15
233,	-6000113,	12.0798,	2.27748,	-2.21992,	59.5208,	15
234,	6000113,	27.1062,	-1.23445,	2.27698,	50.519,	15
234,	-6000113,	13.1186,	2.86236,	-0.218781,	115.18,	15
235,	6000113,	65.085,	0.533149,	0.0121229,	74.5563,	15
235,	-6000113,	69.0477,	0.860494,	3.05023,	96.2276,	15
236,	6000113,	53.6224,	-3.02829,	1.9596,	555.268,	15
236,	-6000113,	60.8203,	-2.01855,	-0.917936,	232.95,	15
237,	6000113,	204.701,	1.64322,	-1.2075,	549.126,	15
237,	-6000113,	38.3997,	1.75773,	-2.85504,	114.656,	15
238,	6000113,	129.415,	0.833839,	-2.73766,	177.073,	15
238,	-6000113,	638.007,	0.402548,	-2.64785,	690.402,	15
239,	6000113,	75.7402,	3.31103,	0.243803,	1039.53,	15
239,	-6000113,	77.3692,	2.39558,	-2.96811,	428.073,	15
240,	6000113,	84.1469,	0.42945,	3.12649,	92.0264,	15
240,	-6000113,	48.2965,	0.6061,	-0.210959,	57.4425,	15
241,	6000113,	88.0969,	1.12021,	1.70884,	149.399,	15
241,	-6000113,	88.9217,	1.35533,	-3.01712,	183.885,	15
242,	6000113,	39.2532,	0.42673,	-2.12904,	42.8817,	15
242,	-6000113,	18.0574,	-2.89652,	0.882171,	164.017,	15
243,	6000113,	75.865,	-2.04752,	1.28231,	298.822,	15
243,	-6000113,	61.9817,	-1.58402,	-2.88605,	157.423,	15
244,	6000113,	64.0592,	1.74422,	0.509245,	188.853,	15
244,	-6000113,	82.1158,	2.12452,	-2.82506,	348.516,	15
245,	6000113,	37.9671,	-2.55723,	3.10016,	246.361,	15
245,	-6000113,	86.623,	-0.641348,	2.96466,	105.057,	15
246,	6000113,	65.1817,	-2.12383,	-2.796,	276.458,	15
246,	-6000113,	58.83,	-2.44788,	0.186017,	342.694,	15
247,	6000113,	103.824,	0.421177,	-1.84496,	113.17,	15
247,	-6000113,	93.3825,	-0.000678095,	3.13396,	93.3825,	15
248,	6000113,	74.0876,	0.41289,	-1.9469,	80.493,	15
248,	-6000113,	80.6372,	0.268279,	1.16189,	83.5565,	15
249,	6000113,	49.2685,	1.15493,	-2.12373,	85.9462,	15
249,	-6000113,	8.30696,	-2.4611,	2.01733,	49.0237,	15
250,	6000113,	8.97064,	2.01191,	0.983859,	34.1391,	15
250,	-6000113,	15.1404,	-2.75038,	0.964435,	118.947,	15
251,	6000113,	36.9797,	0.660814,	2.73748,	45.3518,	15
251,	-6000113,	119.171,	-0.381089,	0.972937,	127.929,	15
252,	6000113,	59.3483,	1.50158,	1.31001,	139.811,	15
252,	-6000113,	57.7032,	2.43937,	-2.10795,	333.325,	15
253,	6000113,	69.5176,	3.25514,	1.35137,	902.405,	15
253,	-6000113,	65.325,	2.51765,	-0.647835,	407.628,	15
254,	6000113,	6.96179,	-3.34324,	-1.47648,	98.6699,	15
254,	-6000113,	7.15199,	2.37205,	1.07246,	38.6659,	15
255,	6000113,	81.864,	-0.108817,	2.11415,	82.3492,	15
255,	-6000113,	26.3676,	1.66661,	-0.692376,	72.2875,	15
256,	6000113,	50.264,	0.165445,	-2.64366,	50.9535,	15
256,	-6000113,	70.5318,	-1.71803,	1.43284,	202.884,	15
257,	6000113,	130.453,	-0.4956,	-1.57795,	146.804,	15
257,	-6000113,	178.054,	-1.90856,	0.985931,	613.544,	15
258,	6000113,	63.1854,	2.58185,	-2.09744,	420.096,	15
258,	-6000113,	59.0482,	3.34042,	1.02103,	834.542,	15
259,	6000113,	61.1417,	2.57106,	-1.80561,	402.196,	15
259,	-6000113,	39.5517,	1.14354,	1.31159,	68.3563,	15
260,	6000113,	10.3146,	3.75124,	-0.882855,	219.689,	15
260,	-6000113,	57.7952,	0.458947,	2.96625,	63.9895,	15
261,	6000113,	54.5651,	-1.04334,	3.01108,	87.0575,	15
261,	-6000113,	48.4066,	1.01594,	-2.31814,	75.6118,	15
262,	6000113,	43.1222,	-1.68131,	2.17133,	119.852,	15
262,	-6000113,	45.96,	-3.32799,	-1.41145,	641.558,	15
263,	6000113,	41.6007,	-3.12605,	0.673353,	474.826,	15
263,	-6000113,	44.7326,	-1.28808,	-2.46545,	87.2648,	15
264,	6000113,	38.3392,	2.34214,	-1.52916,	201.273,	15
264,	-6000113,	304.011,	1.32841,	-1.15846,	614.094,	15
265,	6000113,	61.9736,	2.34336,	-1.38112,	325.739,	15
265,	-6000113,	65.4824,	1.86761,	1.95246,	216.986,	15
266,	6000113,	63.4173,	1.08087,	3.00037,	104.212,	15
266,	-6000113,	54.9624,	1.75617,	-0.48794,	163.869,	15
267,	6000113,	53.01,	2.03446,	-2.70276,	206.179,	15
267,	-6000113,	78.8475,	1.97126,	0.30346,	288.541,	15
268,	6000113,	118.817,	0.247751,	1.42278,	122.483,	15
268,	-6000113,	30.6098,	-0.317884,	-2.22171,	32.1695,	15
269,	6000113,	7.01089,	-4.84917,	3.06499,	447.445,	15
269,	-6000113,	25.6082,	0.462592,	-0.615569,	28.3973,	15
270,	6000113,	28.8928,	0.783574,	0.245645,	38.2259,	15
270,	-6000113,	55.9138,	2.60266,	-2.68574,	379.479,	15
271,	6000113,	63.9472,	-1.22634,	-1.89296,	118.369,	15
271,	-6000113,	54.5181,	0.210526,	2.89341,	55.7308,	15
272,	6000113,	73.7978,	-0.431986,	-0.547444,	80.7914,	15
272,	-6000113,	72.9162,	-0.44445,	1.73193,	80.2373,	15
273,	6000113,	51.4275,	-0.321476,	0.339114,	54.1079,	15
273,	-6000113,	37.3642,	1.58702,	2.41214,	95.1607,	15
274,	6000113,	44.4671,	0.927882,	-0.181651,	65.0228,	15
274,	-6000113,	23.3829,	3.45498,	-2.48466,	370.492,	15
275,	6000113,	23.9503,	3.16494,	2.50394,	284.166,	15
275,	-6000113,	64.6235,	0.994756,	-1.56233,	99.3223,	15
276,	6000113,	40.8952,	-1.40928,	-1.74989,	88.6882,	15
276,	-6000113,	132.3,	-2.55971,	-0.089262,	860.568,	15
277,	6000113,	46.9013,	1.51943,	0.891567,	112.292,	15
277,	-6000113,	85.5468,	2.24147,	-2.82766,	406.922,	15
278,	6000113,	58.924,	1.92298,	-0.705053,	205.866,	15
278,	-6000113,	58.9533,	1.04728,	2.25575,	94.348,	15
279,	6000113,	54.1574,	-3.89322,	0.645092,	1329.26,	15
279,	-6000113,	47.596,	-2.36894,	2.87886,	256.533,	15
280,	6000113,	78.3768,	-0.836764,	-1.11248,	107.454,	15
280,	-6000113,	51.2198,	-0.307965,	2.34036,	53.6679,	15
281,	6000113,	30.0867,	0.00872284,	-0.941139,	30.0879,	15
281,	-6000113,	50.7326,	-2.52003,	1.99613,	317.317,	15
282,	6000113,	50.5948,	-1.12584,	-0.845863,	86.1927,	15
282,	-6000113,	56.247,	0.432622,	2.24616,	61.5933,	15
283,	6000113,	28.1349,	0.292177,	-0.799472,	29.3444,	15
283,	-6000113,	66.6294,	-1.61681,	-3.06816,	174.421,	15
284,	6000113,	127.459,	1.75396,	1.64845,	379.224,	15
284,	-6000113,	69.9515,	0.945558,	3.05305,	103.623,	15
285,	6000113,	52.2683,	-1.35903,	0.806301,	108.439,	15
285,	-6000113,	53.632,	-0.216961,	-2.38681,	54.8992,	15
286,	6000113,	54.9556,	-1.41446,	-1.694,	119.73,	15
286,	-6000113,	129.211,	-0.974437,	2.96302,	195.565,	15
287,	6000113,	66.462,	-0.600475,	2.92246,	78.8085,	15
287,	-6000113,	43.7133,	-1.60903,	-0.3583,	113.612,	15
288,	6000113,	19.8135,	0.990575,	-0.314824,	30.3558,	15
288,	-6000113,	66.6783,	-1.49401,	-2.99195,	156.007,	15
289,	6000113,	95.8166,	3.22986,	-2.16212,	1212.83,	15
289,	-6000113,	39.5141,	3.69979,	0.642574,	799.441,	15
290,	6000113,	55.9585,	0.484234,	1.8337,	62.6484,	15
290,	-6000113,	53.5985,	1.55254,	-1.66892,	132.258,	15
291,	6000113,	53.5069,	1.01795,	2.26237,	83.7074,	15
291,	-6000113,	61.5051,	3.01034,	-0.735144,	625.619,	15
292,	6000113,	47.7479,	2.43009,	-1.97921,	273.309,	15
292,	-6000113,	86.0366,	2.03557,	1.69002,	334.994,	15
293,	6000113,	101.104,	0.204414,	2.5748,	103.224,	15
293,	-6000113,	26.0856,	1.50258,	-0.866191,	61.5076,	15
294,	6000113,	16.7876,	-2.81107,	1.24758,	140.075,	15
294,	-6000113,	41.7127,	0.158699,	-1.06811,	42.2391,	15
295,	6000113,	46.3867,	-0.381861,	-0.604964,	49.81,	15
295,	-6000113,	44.7219,	-1.96478,	2.80489,	162.643,	15
296,	6000113,	64.7102,	2.82996,	3.09871,	550.162,	15
296,	-6000113,	67.1979,	2.20808,	-0.40934,	309.382,	15
297,	6000113,	63.3529,	0.476168,	1.0762,	70.6718,	15
297,	-6000113,	56.8074,	-0.866727,	-2.16034,	79.5143,	15
298,	6000113,	51.7891,	-1.14067,	1.66858,	89.2966,	15
298,	-6000113,	120.068,	-2.61836,	1.56842,	827.632,	15
299,	6000113,	75.7769,	1.96973,	-1.20712,	276.898,	15
299,	-6000113,	54.8357,	1.42176,	1.28325,	120.247,	15
300,	6000113,	42.011,	0.399612,	-2.96376,	45.4102,	15
300,	-6000113,	76.6259,	-0.587232,	-0.401794,	90.2218,	15
301,	6000113,	52.7568,	-0.701596,	1.04662,	66.2827,	15
301,	-6000113,	59.4295,	0.848564,	2.91445,	82.1411,	15
302,	6000113,	94.0468,	0.191993,	0.765544,	95.7855,	15
302,	-6000113,	90.8883,	0.421474,	-1.08539,	99.0812,	15
303,	6000113,	54.756,	1.72899,	-2.93213,	159.133,	15
303,	-6000113,	51.2382,	0.480859,	-0.098419,	57.277,	15
304,	6000113,	68.282,	-0.664782,	2.32767,	83.934,	15
304,	-6000113,	56.7167,	-0.314176,	-0.451171,	59.539,	15
305,	6000113,	21.5035,	-1.18459,	-0.0331456,	38.4397,	15
305,	-6000113,	28.5982,	-4.07206,	1.25863,	839.277,	15
306,	6000113,	59.189,	1.74676,	-0.536111,	174.913,	15
306,	-6000113,	34.2584,	0.129234,	2.06924,	34.5449,	15
307,	6000113,	11.9842,	-2.18118,	-0.467279,	53.7474,	15
307,	-6000113,	99.1641,	0.172812,	2.8194,	100.648,	15
308,	6000113,	197.997,	-1.04638,	2.18473,	316.649,	15
308,	-6000113,	122.629,	-1.79554,	2.38971,	379.461,	15
309,	6000113,	81.1158,	-0.301035,	1.85587,	84.8191,	15
309,	-6000113,	46.9704,	-0.973099,	-1.49213,	71.0202,	15
310,	6000113,	66.8478,	1.69643,	3.0914,	188.437,	15
310,	-6000113,	60.6591,	1.57017,	0.47088,	152.118,	15
311,	6000113,	49.4346,	2.12738,	-1.11439,	210.393,	15
311,	-6000113,	50.1043,	0.711219,	2.14872,	63.3198,	15
312,	6000113,	15.9156,	-2.58815,	2.88235,	106.477,	15
312,	-6000113,	120.51,	-0.200527,	-1.23327,	122.941,	15
313,	6000113,	36.3374,	-0.45488,	1.42097,	40.162,	15
313,	-6000113,	45.0104,	-2.36631,	-1.72746,	241.971,	15
314,	6000113,	39.5337,	-0.0475237,	0.58208,	39.5784,	15
314,	-6000113,	35.3204,	2.10804,	-2.39823,	147.526,	15
315,	6000113,	38.2987,	2.12527,	0.691191,	162.665,	15
315,	-6000113,	15.6538,	-1.01487,	-1.39558,	24.4314,	15
316,	6000113,	63.0244,	-0.331736,	2.49719,	66.5242,	15
316,	-6000113,	51.5631,	0.431884,	-0.517675,	56.4472,	15
317,	6000113,	65.219,	-2.6962,	-2.11788,	485.578,	15
317,	-6000113,	56.5792,	-2.39356,	0.9024,	312.423,	15
318,	6000113,	66.1338,	0.349132,	2.92876,	70.2056,	15
318,	-6000113,	53.6462,	-0.327896,	-0.595851,	56.556,	15
319,	6000113,	27.9045,	-1.48338,	-0.428156,	64.6642,	15
319,	-6000113,	112.887,	-0.00899827,	1.21791,	112.891,	15
320,	6000113,	62.0893,	2.26187,	1.00426,	301.294,	15
320,	-6000113,	68.1139,	2.22009,	-2.29729,	317.3,	15
321,	6000113,	78.29,	2.57151,	0.579806,	515.224,	15
321,	-6000113,	58.1381,	2.76851,	-2.24095,	465.036,	15
322,	6000113,	24.568,	-2.01784,	-2.63987,	94.0342,	15
322,	-6000113,	47.5412,	0.470429,	-0.292326,	52.8994,	15
323,	6000113,	80.7653,	-2.52681,	2.77942,	508.557,	15
323,	-6000113,	63.8611,	-1.69133,	-1.86517,	179.161,	15
324,	6000113,	54.0812,	3.81398,	-1.76803,	1226.36,	15
324,	-6000113,	83.2945,	3.47161,	0.771699,	1341.85,	15
325,	6000113,	65.0094,	-0.793836,	0.959669,	86.5916,	15
325,	-6000113,	60.9104,	-0.637637,	-2.14852,	73.7182,	15
326,	6000113,	54.7499,	-1.04752,	-0.917977,	87.6378,	15
326,	-6000113,	48.2088,	0.787707,	2.24098,	63.9547,	15
327,	6000113,	124.202,	-3.47527,	-0.0790071,	2008.19,	15
327,	-6000113,	19.8456,	-1.94707,	-1.00494,	70.9559,	15
328,	6000113,	100.812,	-2.80027,	0.292385,	832.196,	15
328,	-6000113,	27.0683,	-1.57521,	-2.03888,	68.1948,	15
329,	6000113,	84.4565,	1.80298,	2.02976,	263.189,	15
329,	-6000113,	68.1726,	2.38778,	-0.781307,	374.308,	15
330,	6000113,	85.6318,	-0.100639,	-0.383222,	86.0658,	15
330,	-6000113,	82.5043,	-0.904379,	2.82369,	118.608,	15
331,	6000113,	74.4349,	-1.63197,	-1.75527,	197.605,	15
331,	-6000113,	51.7471,	-1.35212,	1.71986,	106.71,	15
332,	6000113,	33.8457,	-2.24675,	0.111348,	161.828,	15
332,	-6000113,	50.9107,	-0.31312,	2.49255,	53.4269,	15
333,	6000113,	26.124,	0.6205,	2.06629,	31.3166,	15
333,	-6000113,	8.39302,	-3.55877,	-3.10792,	147.501,	15
334,	6000113,	41.4833,	-3.72521,	1.42424,	860.865,	15
334,	-6000113,	66.172,	-2.60152,	-1.84389,	448.59,	15
335,	6000113,	82.0969,	1.18824,	0.501709,	147.202,	15
335,	-6000113,	52.1516,	0.722564,	-1.73719,	66.3685,	15
336,	6000113,	28.8111,	0.70235,	-1.80573,	36.2143,	15
336,	-6000113,	41.7273,	3.00241,	2.54454,	421.107,	15
337,	6000113,	72.8534,	-1.03271,	0.454242,	115.28,	15
337,	-6000113,	68.0177,	-0.537605,	2.64543,	78.086,	15
338,	6000113,	72.9071,	1.82875,	-2.98428,	232.819,	15
338,	-6000113,	89.0238,	2.42156,	0.651418,	505.307,	15
339,	6000113,	67.0472,	0.567299,	2.8987,	78.1285,	15
339,	-6000113,	60.9026,	-0.147235,	-0.370566,	61.564,	15
340,	6000113,	65.9184,	-0.669868,	1.83864,	81.2693,	15
340,	-6000113,	61.7155,	-1.1427,	-1.06817,	106.588,	15
341,	6000113,	50.6531,	-1.45234,	0.47946,	114.15,	15
341,	-6000113,	139.97,	-0.0350879,	0.690604,	140.056,	15
342,	6000113,	76.8501,	-1.90774,	-2.40314,	264.606,	15
342,	-6000113,	53.3461,	0.103272,	-2.54475,	53.6308,	15
343,	6000113,	38.1715,	2.34789,	-1.12013,	201.528,	15
343,	-6000113,	37.8549,	0.194758,	1.99753,	38.5751,	15
344,	6000113,	55.4926,	0.191527,	-2.56558,	56.5135,	15
344,	-6000113,	88.888,	-0.204941,	1.66276,	90.7612,	15
345,	6000113,	46.6142,	-2.70256,	-0.92148,	349.255,	15
345,	-6000113,	37.1973,	-0.747876,	1.71944,	48.0938,	15
346,	6000113,	54.7896,	0.611162,	-0.138464,	65.3446,	15
346,	-6000113,	41.6623,	-0.885779,	-3.10245,	59.1035,	15
347,	6000113,	98.457,	1.90773,	-2.90497,	338.997,	15
347,	-6000113,	42.9751,	1.76405,	0.146859,	129.084,	15
348,	6000113,	47.0611,	2.38961,	-2.24926,	258.858,	15
348,	-6000113,	67.1027,	3.20471,	0.941176,	828.343,	15
349,	6000113,	62.5264,	-3.13536,	-1.9624,	720.314,	15
349,	-6000113,	58.1273,	-2.74322,	1.23704,	453.429,	15
350,	6000113,	62.7379,	0.0841691,	-1.42352,	62.9603,	15
350,	-6000113,	14.3064,	3.07284,	0.385456,	154.862,	15
351,	6000113,	44.4377,	1.40996,	-1.04861,	96.4291,	15
351,	-6000113,	34.6429,	3.46234,	1.69163,	552.949,	15
352,	6000113,	60.8329,	0.336692,	-1.32013,	64.3137,	15
352,	-6000113,	61.1727,	0.461777,	1.99633,	67.8116,	15
353,	6000113,	41.0844,	-0.151479,	-2.46011,	41.5566,	15
353,	-6000113,	46.6204,	1.65768,	0.58631,	126.754,	15
354,	6000113,	36.3818,	-0.560908,	2.62332,	42.2567,	15
354,	-6000113,	45.6725,	1.36535,	-1.00749,	95.2816,	15
355,	6000113,	70.6459,	1.03913,	2.67262,	112.346,	15
355,	-6000113,	73.966,	1.34167,	-1.18802,	151.144,	15
356,	6000113,	63.3043,	-2.53107,	2.76482,	400.289,	15
356,	-6000113,	75.7569,	-1.84509,	0.852622,	245.704,	15
357,	6000113,	64.402,	-0.00368746,	2.95467,	64.4025,	15
357,	-6000113,	70.2855,	-0.211542,	0.487467,	71.864,	15
358,	6000113,	66.8981,	1.13106,	-2.33534,	114.45,	15
358,	-6000113,	66.0765,	1.43757,	0.594764,	146.952,	15
359,	6000113,	30.8251,	-3.05594,	-2.8748,	328.107,	15
359,	-6000113,	36.3194,	-0.64153,	-0.292083,	44.0531,	15
360,	6000113,	54.0041,	-0.518208,	1.5999,	61.4189,	15
360,	-6000113,	61.0535,	-2.0501,	-1.30206,	241.081,	15
361,	6000113,	51.2551,	-1.76023,	0.71989,	153.4,	15
361,	-6000113,	54.3896,	-2.84757,	-2.14984,	470.575,	15
362,	6000113,	59.2209,	-0.483377,	1.64114,	66.2752,	15
362,	-6000113,	52.5555,	-1.61414,	-2.00399,	137.238,	15
363,	6000113,	127.919,	-1.94341,	2.71729,	455.759,	15
363,	-6000113,	48.1236,	-0.603633,	2.31787,	57.1606,	15
364,	6000113,	43.0525,	0.0311539,	1.49971,	43.0734,	15
364,	-6000113,	17.5064,	2.92202,	-2.74058,	163.094,	15
365,	6000113,	45.77,	1.81953,	1.01154,	144.886,	15
365,	-6000113,	52.8324,	0.320404,	-1.65471,	55.5675,	15
366,	6000113,	110.7,	-2.19647,	-1.83042,	503.931,	15
366,	-6000113,	53.3681,	-2.18069,	2.18958,	239.233,	15
367,	6000113,	47.6136,	-2.2381,	-0.664701,	225.739,	15
367,	-6000113,	35.5082,	-0.382564,	2.49328,	38.1384,	15
368,	6000113,	64.2016,	-0.285785,	0.303144,	66.8412,	15
368,	-6000113,	88.2931,	-0.702573,	2.13146,	110.995,	15
369,	6000113,	47.4778,	1.27372,	-1.51603,	91.4876,	15
369,	-6000113,	51.8769,	2.63331,	2.09743,	362.921,	15
370,	6000113,	33.5659,	1.42854,	-2.666,	74.051,	15
370,	-6000113,	30.3,	-1.18128,	0.491701,	54.0162,	15
371,	6000113,	19.1194,	-0.446245,	2.91565,	21.0548,	15
371,	-6000113,	28.608,	2.68689,	-0.062157,	211.042,	15
372,	6000113,	110.264,	-1.33108,	1.49618,	223.248,	15
372,	-6000113,	35.5244,	-2.20333,	-1.15688,	162.801,	15
373,	6000113,	393.034,	0.667266,	-1.14941,	483.827,	15
373,	-6000113,	49.6765,	0.105459,	1.76145,	49.953,	15
374,	6000113,	18.2428,	-1.83489,	-3.07692,	58.5966,	15
374,	-6000113,	15.3081,	2.15683,	-0.0520361,	67.0449,	15
375,	6000113,	29.3887,	-2.4177,	-0.138899,	166.181,	15
375,	-6000113,	57.0157,	-0.517315,	2.78717,	64.8164,	15
376,	6000113,	95.8721,	-1.50211,	-1.66843,	225.962,	15
376,	-6000113,	68.2245,	-0.242222,	2.68824,	70.2357,	15
377,	6000113,	48.3169,	1.56954,	2.24667,	121.096,	15
377,	-6000113,	87.0882,	1.03451,	-1.66573,	137.997,	15
378,	6000113,	35.205,	-0.616027,	-2.6419,	42.0989,	15
378,	-6000113,	97.0705,	-1.36689,	-0.167423,	202.781,	15
379,	6000113,	51.7935,	-2.84019,	3.12029,	444.841,	15
379,	-6000113,	50.9483,	-4.00469,	-0.069172,	1397.84,	15
380,	6000113,	56.7865,	1.25619,	-1.68528,	107.802,	15
380,	-6000113,	66.836,	1.93119,	0.723115,	235.352,	15
381,	6000113,	43.556,	-1.72337,	1.64896,	125.917,	15
381,	-6000113,	47.5703,	-3.33499,	-1.47811,	668.686,	15
382,	6000113,	24.5783,	3.71608,	-1.00149,	505.418,	15
382,	-6000113,	49.5003,	1.4092,	1.67083,	107.342,	15
383,	6000113,	40.1577,	-1.25801,	0.974133,	76.3524,	15
383,	-6000113,	52.2236,	0.593249,	-2.23406,	61.6862,	15
384,	6000113,	60.3141,	-2.71636,	-2.92555,	458.126,	15
384,	-6000113,	59.8618,	-3.21582,	0.180682,	747.187,	15
385,	6000113,	53.8796,	-2.80443,	-0.0138617,	446.612,	15
385,	-6000113,	56.028,	-1.91324,	3.06449,	193.931,	15
386,	6000113,	41.2786,	1.79932,	-1.55147,	128.19,	15
386,	-6000113,	99.4257,	1.97965,	2.23106,	366.799,	15
387,	6000113,	68.3182,	-1.15915,	1.92541,	119.59,	15
387,	-6000113,	56.4313,	-0.204062,	-1.30007,	57.6103,	15
388,	6000113,	55.8461,	-0.394409,	2.97937,	60.2464,	15
388,	-6000113,	148.297,	-0.084376,	-0.565441,	148.825,	15
389,	6000113,	57.8458,	-1.27583,	-1.18583,	111.667,	15
389,	-6000113,	21.5442,	1.60681,	-2.79962,	55.8793,	15
390,	6000113,	253.885,	-1.32003,	-2.07927,	509.124,	15
390,	-6000113,	107.757,	-1.70979,	0.721313,	307.577,	15
391,	6000113,	110.454,	1.27495,	1.51314,	213.063,	15
391,	-6000113,	65.7998,	1.53653,	-3.03079,	160.01,	15
392,	6000113,	44.9832,	-1.99476,	0.23387,	168.383,	15
392,	-6000113,	102.399,	-0.775424,	2.9783,	134.759,	15
393,	6000113,	60.6379,	-3.02826,	-1.30431,	627.895,	15
393,	-6000113,	94.4677,	-1.59805,	-0.0478,	243.049,	15
394,	6000113,	66.4399,	-0.735895,	2.34055,	85.2566,	15
394,	-6000113,	52.2527,	-0.0656703,	-1.21257,	52.3654,	15
395,	6000113,	34.5339,	1.40973,	3.08706,	74.9222,	15
395,	-6000113,	68.5238,	-0.345652,	-1.34196,	72.6582,	15
396,	6000113,	39.4463,	4.01586,	-0.0575433,	1094.42,	15
396,	-6000113,	30.6883,	1.5915,	-0.893436,	78.4815,	15
397,	6000113,	68.1227,	0.551218,	-0.311248,	78.7367,	15
397,	-6000113,	63.1416,	0.312454,	2.25035,	66.2489,	15
398,	6000113,	5.64649,	1.80076,	1.92156,	17.5589,	15
398,	-6000113,	97.4734,	-1.46215,	1.67918,	221.603,	15
399,	6000113,	99.6676,	-2.2102,	1.22041,	459.825,	15
399,	-6000113,	40.3274,	-1.87176,	-1.37273,	134.161,	15
400,	6000113,	21.8785,	3.17385,	1.66406,	261.898,	15
400,	-6000113,	55.146,	0.425905,	-0.342623,	60.2236,	15
401,	6000113,	67.7906,	-1.36287,	1.87616,	141.117,	15
