u2_min,u2_max,u2_min_open,u2_max_open,peak_N,peak_u2,has_sensitivity,mass_GeV,flavor,n_events,n_hits,n_hits_eval,decay_samples,hit_estimator
,,False,False,0.3983980820369205,6.442363508721384e-08,False,5.0,Umu,300000,2191,2191,100,exact
,,False,False,0.2863613703622005,4.99450511585514e-08,False,5.2,Umu,200000,1414,1414,100,exact
,,False,False,0.2351256094985395,4.3976036093027214e-08,False,5.4,Umu,200000,1417,1417,100,exact
,,False,False,0.2092443142398238,3.872038781812557e-08,False,5.5,Umu,200000,1375,1375,100,exact
,,False,False,0.1913856914417871,3.409285069746814e-08,False,5.6,Umu,200000,1390,1390,100,exact
,,False,False,0.1485835922235218,2.6430814869741084e-08,False,5.8,Umu,200000,1375,1375,100,exact
,,False,False,0.1240528173713682,2.0490746898158506e-08,False,6.0,Umu,200000,1388,1388,100,exact
,,False,False,0.1039589910131241,1.8041864093920717e-08,False,6.2,Umu,100000,738,738,100,exact
,,False,False,0.0860355465988513,1.3987131026472389e-08,False,6.4,Umu,100000,752,752,100,exact
,,False,False,0.0724453995255585,1.2315506032928261e-08,False,6.6,Umu,100000,774,774,100,exact
,,False,False,0.05915103963345,9.547716114208066e-09,False,6.8,Umu,100000,764,764,100,exact
,,False,False,0.0492920817566804,8.40665288561835e-09,False,7.0,Umu,100000,764,764,100,exact
,,False,False,0.041773988239364,7.401959996915652e-09,False,7.2,Umu,100000,725,725,100,exact
,,False,False,0.0363246799033039,5.7384416483024045e-09,False,7.4,Umu,100000,756,756,100,exact
,,False,False,0.0307294576109435,5.05263106533568e-09,False,7.6,Umu,100000,764,764,100,exact
,,False,False,0.0253607277278947,4.4487828311275775e-09,False,7.8,Umu,100000,774,774,100,exact
,,False,False,0.0218160084021689,3.9171014908092604e-09,False,8.0,Umu,100000,765,765,100,exact
,,False,False,0.0146626279427794,2.6738416158399442e-09,False,8.5,Umu,100000,738,738,100,exact
,,False,False,0.0104761708730146,1.8251834943190462e-09,False,9.0,Umu,100000,769,769,100,exact
,,False,False,0.0079365525985862,1.245883364295008e-09,False,9.5,Umu,100000,784,784,100,exact
,,False,False,0.0056583091749048,9.658832241158707e-10,False,10.0,Umu,100000,777,777,100,exact
4.125610817031878e-05,,False,True,10727187.268455593,0.1,True,0.2,Utau,662957,5743,5743,100,exact
3.438717940188916e-05,,False,True,11322389.753671438,0.1,True,0.215,Utau,662957,5734,5734,100,exact
2.946450103074428e-05,,False,True,10791770.976607224,0.1,True,0.23,Utau,662957,5647,5647,100,exact
2.3956949171414225e-05,,False,True,11203999.72253646,0.1,True,0.245,Utau,662957,5767,5767,100,exact
1.9594881738377596e-05,,False,True,10488735.566751337,0.1,True,0.26,Utau,662957,5716,5716,100,exact
1.6079579099854712e-05,,False,True,10359151.558166465,0.1,True,0.275,Utau,662957,5482,5482,100,exact
1.304303594463525e-05,,False,True,8211305.131134952,0.1,True,0.29,Utau,662957,5453,5453,100,exact
1.1043344156931644e-05,,False,True,7534332.492922263,0.0880488358164348,True,0.305,Utau,662957,5600,5600,100,exact
9.850580845781374e-06,,False,True,6301025.28581547,0.068260718342724,True,0.32,Utau,662957,5539,5539,100,exact
8.354522280770007e-06,,False,True,5508530.317273958,0.0529197873595845,True,0.335,Utau,662957,5537,5537,100,exact
7.387096826128676e-06,,False,True,4567372.531496132,0.0410265810582719,True,0.35,Utau,662957,5458,5458,100,exact
6.615653046233617e-06,,False,True,3668015.5714236433,0.0318062569279411,True,0.365,Utau,662957,5339,5339,100,exact
5.677246174427386e-06,,False,True,3343681.03740724,0.0280050389418363,True,0.38,Utau,662957,5450,5450,100,exact
5.146187607376069e-06,,False,True,2842224.004926723,0.021711179456945,True,0.395,Utau,662957,5324,5324,100,exact
4.5210733323351845e-06,,False,True,2596120.0465455865,0.019116440753857,True,0.41,Utau,662957,5514,5514,100,exact
4.142389044463814e-06,,False,True,2225730.6132982583,0.0168318035333096,True,0.425,Utau,662957,5387,5387,100,exact
3.596026649540903e-06,,False,True,2133543.4037151583,0.013049019780144,True,0.44,Utau,662957,5345,5345,100,exact
3.437276773841873e-06,,False,True,1801969.499662277,0.0114895100018731,True,0.455,Utau,662957,5315,5315,100,exact
3.1073650039736765e-06,,False,True,1497492.2910694375,0.010116379797662,True,0.47,Utau,662957,5366,5366,100,exact
2.912806017742215e-06,,False,True,1410732.1768716206,0.0089073546386104,True,0.485,Utau,662957,5339,5339,100,exact
2.9612584898065604e-06,,False,True,1030583.440090192,0.0078428220613376,True,0.5,Utau,662957,5235,5235,100,exact
2.307329111987968e-06,,False,True,1126241.49717227,0.0060802242616494,True,0.525,Utau,662957,5194,5194,100,exact
2.030504196265565e-06,,False,True,916223.0897314408,0.0047137531341167,True,0.55,Utau,662957,5223,5223,100,exact
1.8060130965588016e-06,,False,True,817203.6487066258,0.0041504047578504,True,0.575,Utau,662957,5106,5106,100,exact
1.49473685794981e-06,,False,True,764566.5548623569,0.0032176417502507,True,0.6,Utau,662957,5147,5147,100,exact
1.2682240066285986e-06,,False,True,707381.9262533692,0.0028330961018393,True,0.625,Utau,662957,5267,5267,100,exact
1.1291789649347852e-06,,False,True,575489.7174882598,0.0021963853724165,True,0.65,Utau,662957,5170,5170,100,exact
1.019874843492367e-06,,False,True,502984.25770570635,0.0017027691722259,True,0.675,Utau,662957,5101,5101,100,exact
8.95571107440774e-07,,False,True,438980.12268323824,0.001499268432786,True,0.7,Utau,662957,5124,5124,100,exact
8.298319450975476e-07,,False,True,363841.3314835069,0.0011623224686798,True,0.725,Utau,662957,4995,4995,100,exact
7.644741245692279e-07,,False,True,304844.7284964967,0.0010234114021054,True,0.75,Utau,662957,5105,5105,100,exact
7.062234344264463e-07,,False,True,246797.9875283195,0.0007934096665797,True,0.775,Utau,662957,4890,4890,100,exact
6.396514444749855e-07,,False,True,225295.13855796112,0.0006985879746785,True,0.8,Utau,662957,5054,5054,100,exact
6.043179351115963e-07,0.0955609847542724,False,False,190351.15429512563,0.000615098578858,True,0.825,Utau,662957,4969,4969,100,exact
5.414748870661714e-07,0.0794200330715216,False,False,169449.52125795285,0.0005415871378079,True,0.85,Utau,662957,4787,4787,100,exact
4.900505365854051e-07,0.0673159368089503,False,False,149658.05343853243,0.0004198707084443,True,0.875,Utau,662957,4948,4948,100,exact
4.5539488136036035e-07,0.0566260786243664,False,False,125050.91271757756,0.0003696912707195,True,0.9,Utau,662957,4887,4887,100,exact
4.463464650712716e-07,0.0475052776834793,False,False,104367.15877014556,0.0003255088599835,True,0.925,Utau,662957,4772,4772,100,exact
4.117842856699045e-07,0.0404827539682249,False,False,98146.56563955756,0.0002866067616948,True,0.95,Utau,662957,4919,4919,100,exact
3.981851068286894e-07,0.0347287692546614,False,False,78054.45554020739,0.0002523539170434,True,0.975,Utau,662957,4880,4880,100,exact
4.4095623168922387e-07,0.0287625287046986,False,False,45610.15672061308,0.0002221946860939,True,1.0,Utau,662957,4902,4902,100,exact
3.9688770361617177e-07,0.0249626848715384,False,False,47678.029895480206,0.0001956398343517,True,1.025,Utau,662957,4875,4875,100,exact
3.8126841293842826e-07,0.0214866120673434,False,False,40508.13358387261,0.0001722585965398,True,1.05,Utau,662957,4898,4898,100,exact
3.6465775290134505e-07,0.0184769188571669,False,False,34161.27204324429,0.000151671688847,True,1.075,Utau,662957,4804,4804,100,exact
3.474553774473151e-07,0.0160631502847983,False,False,27775.21463711663,0.0001335451562929,True,1.1,Utau,662957,4830,4830,100,exact
3.2887416753078285e-07,0.0138501882923369,False,False,25539.89675436656,0.0001175849554052,True,1.125,Utau,662957,4934,4934,100,exact
3.237609027955108e-07,0.0117845151221698,False,False,20214.982310898384,0.0001175849554052,True,1.15,Utau,662957,4782,4782,100,exact
3.287448547405008e-07,0.0101734310567534,False,False,14987.859774067198,9.115888299750836e-05,True,1.175,Utau,662957,4767,4767,100,exact
3.1530715285607405e-07,0.0088198174483756,False,False,13506.922348117256,9.115888299750836e-05,True,1.2,Utau,662957,4806,4806,100,exact
3.15603180894811e-07,0.0077991722513347,False,False,10501.745492407385,8.02643352225719e-05,True,1.225,Utau,662957,4792,4792,100,exact
3.208975426322802e-07,0.0068158897256228,False,False,8212.909594142453,7.067181273927507e-05,True,1.25,Utau,662957,4840,4840,100,exact
3.363318266700246e-07,0.0060409741457536,False,False,6400.25976482653,6.222570836730231e-05,True,1.275,Utau,662957,4645,4645,100,exact
3.386888902518045e-07,0.0053047248705035,False,False,5058.666587877123,5.478901179593945e-05,True,1.3,Utau,662957,4723,4723,100,exact
3.39376963642372e-07,0.0046787709546535,False,False,4078.788287955734,5.478901179593945e-05,True,1.325,Utau,662957,4715,4715,100,exact
3.537520408325458e-07,0.0041533116324013,False,False,3294.813746180635,4.824108704165374e-05,True,1.35,Utau,662957,4760,4760,100,exact
3.746465207583027e-07,0.0037287195151539,False,False,2538.2852384821585,4.824108704165374e-05,True,1.375,Utau,662957,4701,4701,100,exact
4.033017387337797e-07,0.0033370386759616,False,False,1900.6817688993656,4.824108704165374e-05,True,1.4,Utau,662957,4671,4671,100,exact
4.3881103449528916e-07,0.0029823080865125,False,False,1464.7509796781667,4.2475715525369026e-05,True,1.425,Utau,662957,4725,4725,100,exact
4.550398416014151e-07,0.0026723435448448,False,False,1276.9059509782026,4.2475715525369026e-05,True,1.45,Utau,662957,4737,4737,100,exact
4.780178689202924e-07,0.0024396035271966,False,False,1021.0599329300755,0.0003255088599835,True,1.475,Utau,662957,4724,4724,100,exact
5.014408624312628e-07,0.0021806331379741,False,False,897.780643939686,0.0002866067616948,True,1.5,Utau,662957,4743,4743,100,exact
5.387649375674173e-07,0.0019819933877425,False,False,868.8414711769236,0.0002523539170434,True,1.525,Utau,662957,4775,4775,100,exact
5.77659965114112e-07,0.0017864916498452,False,False,748.4691153968782,0.0002221946860939,True,1.55,Utau,662957,4678,4678,100,exact
5.750329724026086e-07,0.0016138744723783,False,False,703.3123086559564,0.0002221946860939,True,1.575,Utau,562957,4011,4011,100,exact
5.755951062319667e-07,0.001432543149226,False,False,617.3791207079231,0.0001956398343517,True,1.6,Utau,562957,4118,4118,100,exact
5.862134801754079e-07,0.0012875207778599,False,False,556.5607105979437,0.0001956398343517,True,1.625,Utau,562957,3992,3992,100,exact
5.456306001065279e-07,0.0011530370342287,False,False,506.54945083097016,0.000151671688847,True,1.65,Utau,562957,4071,4071,100,exact
5.974460808401964e-07,0.0010624049378543,False,False,468.4803350734893,0.000151671688847,True,1.675,Utau,562957,3964,3964,100,exact
5.440494488921317e-07,0.0009589398985212,False,False,431.08004939023584,0.0001335451562929,True,1.7,Utau,562957,3961,3961,100,exact
5.203833266187938e-07,0.0008690942608172,False,False,389.9777117371602,0.0001335451562929,True,1.725,Utau,562957,3948,3948,100,exact
5.142524591938296e-07,0.0007817713588005,False,False,363.085622840528,0.0001175849554052,True,1.75,Utau,562957,3918,3918,100,exact
5.148663546121898e-07,0.00070771687612,False,False,336.1643095025543,0.0001035321843295,True,1.775,Utau,562957,3944,3944,100,exact
4.701543217627583e-07,0.0006515842856837,False,False,314.6541625066907,0.0001035321843295,True,1.8,Utau,299999,2457,2457,100,exact
4.67844936255432e-07,0.0005885064618362,False,False,271.7506325934267,9.115888299750836e-05,True,1.825,Utau,299999,2445,2445,100,exact
4.440578632812212e-07,0.0005337403095444,False,False,251.6249998925753,9.115888299750836e-05,True,1.85,Utau,299999,2453,2453,100,exact
4.410257605642323e-07,0.000487952798368,False,False,237.37779760679325,8.02643352225719e-05,True,1.875,Utau,299999,2475,2475,100,exact
4.298913737669535e-07,0.0004464429719223,False,False,214.90050503554755,7.067181273927507e-05,True,1.9,Utau,299999,2493,2493,100,exact
4.267143947585075e-07,0.0004057452628128,False,False,198.53824462930905,6.222570836730231e-05,True,1.925,Utau,299999,2456,2456,100,exact
4.307961350556726e-07,0.0003689717689467,False,False,186.79421585502303,6.222570836730231e-05,True,1.95,Utau,299999,2448,2448,100,exact
4.0049303083383897e-07,0.0003386787545047,False,False,164.95854467317335,5.478901179593945e-05,True,1.975,Utau,299999,2472,2472,100,exact
3.9193339766036746e-07,0.0003111487028502,False,False,156.43941704936228,5.478901179593945e-05,True,2.0,Utau,299999,2408,2408,100,exact
3.3125553548966034e-07,0.0001571117437914,False,False,82.29863886294733,2.8994228538828813e-05,True,2.2,Utau,299999,2426,2426,100,exact
3.0060340795076357e-07,8.044717011657705e-05,False,False,45.773667016079656,1.742633386009651e-05,True,2.4,Utau,299999,2349,2349,100,exact
2.880109637500369e-07,4.383974932726111e-05,False,False,27.561329950113898,1.0473708979594508e-05,True,2.6,Utau,299999,2248,2248,100,exact
2.823027043798889e-07,2.3834785433744047e-05,False,False,16.68101905269187,6.294988990221888e-06,True,2.8,Utau,299999,2207,2207,100,exact
2.8909854172609937e-07,1.28990279028658e-05,False,False,10.76467289654723,4.297004704320844e-06,True,3.0,Utau,299999,2245,2245,100,exact
2.935265189554334e-07,7.169988366463854e-06,False,False,7.558026878756076,2.58261876068268e-06,True,3.2,Utau,300000,2348,2348,100,exact
4.793532209590784e-07,3.8256618273782216e-06,False,False,5.113992459633109,1.762914118095948e-06,True,3.4,Utau,300000,2212,2212,100,exact
6.795118175093418e-07,1.894533771393708e-06,False,False,3.5417704259547595,1.2033778407775905e-06,True,3.6,Utau,200000,1464,1464,100,exact
6.347186511888899e-07,1.8167706356242743e-06,False,False,3.5461491262264446,1.2033778407775905e-06,True,3.62,Utau,200000,1526,1526,100,exact
6.544658557772405e-07,1.71173082087046e-06,False,False,3.4588947656377464,1.059560179277617e-06,True,3.63,Utau,200000,1523,1523,100,exact
6.96315302864676e-07,1.609288446091411e-06,False,False,3.351606742607569,1.059560179277617e-06,True,3.64,Utau,200000,1475,1475,100,exact
6.602715844731308e-07,1.594228808196081e-06,False,False,3.3861614462040404,1.059560179277617e-06,True,3.65,Utau,200000,1530,1530,100,exact
7.810736051729282e-07,1.2916158492038434e-06,False,False,3.128442565152397,1.059560179277617e-06,True,3.675,Utau,200000,1467,1467,100,exact
7.876960022452168e-07,1.2542216451026734e-06,False,False,3.108100621725902,1.059560179277617e-06,True,3.685,Utau,200000,1468,1468,100,exact
,,False,False,2.9195883425381797,9.329304026284696e-07,False,3.7,Utau,200000,1478,1478,100,exact
,,False,False,2.583262973701474,8.214343584919439e-07,False,3.8,Utau,200000,1454,1454,100,exact
,,False,False,1.838807431588692,5.607169938205458e-07,False,4.0,Utau,200000,1409,1409,100,exact
,,False,False,1.3718023382777151,3.827494478516315e-07,False,4.2,Utau,200000,1447,1447,100,exact
,,False,False,1.0317820508081736,2.967302408188873e-07,False,4.4,Utau,200000,1445,1445,100,exact
,,False,False,0.7331559327575381,2.3004301197729217e-07,False,4.6,Utau,100000,787,787,100,exact
,,False,False,0.5617423180318772,1.5702901247293776e-07,False,4.8,Utau,100000,753,753,100,exact
,,False,False,0.4135177723452937,1.217382727739662e-07,False,5.0,Utau,100000,751,751,100,exact
,,False,False,0.3338712438694353,8.309941949353405e-08,False,5.2,Utau,100000,761,761,100,exact
,,False,False,0.2766253495581597,6.442363508721384e-08,False,5.4,Utau,100000,779,779,100,exact
,,False,False,0.2428444955606213,5.6724260684919784e-08,False,5.5,Utau,100000,771,771,100,exact
,,False,False,0.2105352886671871,4.99450511585514e-08,False,5.6,Utau,100000,742,742,100,exact
,,False,False,0.1629145562748527,3.872038781812557e-08,False,5.8,Utau,100000,732,732,100,exact
,,False,False,0.1392311900376598,3.409285069746814e-08,False,6.0,Utau,100000,765,765,100,exact
,,False,False,0.1182521490194488,2.6430814869741084e-08,False,6.2,Utau,100000,745,745,100,exact
,,False,False,0.0923094183730104,2.0490746898158506e-08,False,6.4,Utau,100000,743,743,100,exact
,,False,False,0.0782313247239539,1.8041864093920717e-08,False,6.6,Utau,100000,739,739,100,exact
,,False,False,0.06476619327699,1.3987131026472389e-08,False,6.8,Utau,100000,761,761,100,exact
,,False,False,0.0551738537220963,1.0843659686896111e-08,False,7.0,Utau,100000,758,758,100,exact
,,False,False,0.0457606593266226,9.547716114208066e-09,False,7.2,Utau,100000,780,780,100,exact
,,False,False,0.0366259095318185,7.401959996915652e-09,False,7.4,Utau,100000,758,758,100,exact
,,False,False,0.0310599746022693,6.517339604882421e-09,False,7.6,Utau,100000,759,759,100,exact
,,False,False,0.0262297543806303,5.7384416483024045e-09,False,7.8,Utau,100000,746,746,100,exact
,,False,False,0.0229633450006427,4.4487828311275775e-09,False,8.0,Utau,100000,737,737,100,exact
,,False,False,0.0152660622334202,3.0367711180354606e-09,False,8.5,Utau,100000,750,750,100,exact
,,False,False,0.0106669867705722,2.0729217795953693e-09,False,9.0,Utau,100000,767,767,100,exact
,,False,False,0.0077560711694851,1.6070528182616383e-09,False,9.5,Utau,100000,749,749,100,exact
,,False,False,0.00550424357209,1.0969857978923821e-09,False,10.0,Utau,100000,750,750,100,exact
